row_num,original_job_code,date_shipped,invoiced_customer,state,city,fixed_job_code,repair_status,repair_confidence,repair_method,repair_notes
9580,,2017-01-03 00:00:00,Western States Contracting,Nevada,"=IFERROR(VLOOKUP($D9580,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9581,,2017-01-03 00:00:00,Western States Contracting,Nevada,"=IFERROR(VLOOKUP($D9581,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9582,,2017-01-03 00:00:00,Western States Contracting,Nevada,"=IFERROR(VLOOKUP($D9582,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9583,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9584,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9585,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9586,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9587,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9588,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9589,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9590,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9591,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9592,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9593,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9594,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9595,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9596,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9597,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9598,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9599,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9600,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9601,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9602,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9603,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9604,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9605,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9606,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9607,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9608,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9609,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9610,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9611,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9612,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9613,,2017-01-04 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9614,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9614,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9615,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9615,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9616,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9616,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9617,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9617,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9618,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9618,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9619,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9619,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9620,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9620,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9621,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9621,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9622,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9622,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9623,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9623,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9624,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9624,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9625,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9625,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9626,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9626,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9627,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9627,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9628,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9628,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9629,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9629,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9630,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9630,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9631,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9631,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9632,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9632,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9633,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9633,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9634,,2017-01-04 00:00:00,SJ Louis Construction,Texas,Mansfield,TRA,ATTRIBUTED,Medium,Customer+State,Best of 13 candidates (score 2)
9635,,2017-01-04 00:00:00,SJ Louis Construction,Texas,Mansfield,TRA,ATTRIBUTED,Medium,Customer+State,Best of 13 candidates (score 2)
9636,,2017-01-04 00:00:00,SJ Louis Construction,Texas,Mansfield,TRA,ATTRIBUTED,Medium,Customer+State,Best of 13 candidates (score 2)
9637,,2017-01-04 00:00:00,SJ Louis Construction,Texas,Frisco,TRA,ATTRIBUTED,Medium,Customer+State,Best of 13 candidates (score 2)
9638,,2017-01-04 00:00:00,SJ Louis Construction,Texas,Frisco,TRA,ATTRIBUTED,Medium,Customer+State,Best of 13 candidates (score 2)
9639,,2017-01-04 00:00:00,SJ Louis Construction,Texas,Frisco,TRA,ATTRIBUTED,Medium,Customer+State,Best of 13 candidates (score 2)
9640,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9640,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9641,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9641,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9642,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9642,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9643,,2017-01-04 00:00:00,"M Con, Inc",Nevada,"=IFERROR(VLOOKUP($D9643,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9644,,2017-01-05 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9645,,2017-01-05 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9646,,2017-01-05 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9647,,2017-01-05 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9648,,2017-01-05 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9649,,2017-01-05 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9650,,2017-01-05 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9651,,2017-01-05 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9652,,2017-01-05 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9653,,2017-01-05 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9654,,2017-01-05 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9655,,2017-01-05 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9656,,2017-01-05 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9657,,2017-01-05 00:00:00,Sukut Construction,California,Yucca Valley,AVY,ATTRIBUTED,Medium,Customer+State,Best of 29 candidates (score 2)
9658,,2017-01-05 00:00:00,Watkins Contracting,Arizona,Prescott,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
9659,,2017-01-05 00:00:00,Watkins Contracting,Arizona,Prescott,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
9660,,2017-01-05 00:00:00,Watkins Contracting,Arizona,Prescott,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
9661,,2017-01-05 00:00:00,Watkins Contracting,Arizona,Prescott,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
9662,,2017-01-05 00:00:00,Watkins Contracting,Arizona,Prescott,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
9663,,2017-01-05 00:00:00,Watkins Contracting,Arizona,Prescott,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
9664,,2017-01-05 00:00:00,Watkins Contracting,Arizona,Prescott,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
9665,,2017-01-05 00:00:00,Watkins Contracting,Arizona,Prescott,,UNRESOLVABLE,n/a,State,"Tied 19 candidates at score 1: ATU, APM, AQY, AQX, CQQ (+14 more)"
9666,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9666,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9667,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9667,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9668,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9668,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9669,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9669,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9670,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9670,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9671,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9671,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9672,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9672,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9673,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9673,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9674,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9674,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9675,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9675,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9676,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9676,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9677,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9677,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9678,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9678,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9679,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9679,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9680,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9680,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9681,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9681,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9682,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9682,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9683,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9683,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9684,,2017-01-05 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D9684,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9685,,2017-01-05 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D9685,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9686,,2017-01-05 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D9686,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9687,,2017-01-05 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D9687,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9688,,2017-01-05 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D9688,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9689,,2017-01-05 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D9689,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9690,,2017-01-05 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D9690,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9691,,2017-01-05 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D9691,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9692,,2017-01-05 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D9692,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9693,,2017-01-05 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D9693,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9694,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9694,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9695,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9695,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9696,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9696,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9697,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9697,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9698,,2017-01-05 00:00:00,Contri Construction Co.,Nevada,"=IFERROR(VLOOKUP($D9698,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 22 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+17 more)"
9699,,2017-01-05 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D9699,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9700,,2017-01-05 00:00:00,Mountain Pine Construction,Nevada,"=IFERROR(VLOOKUP($D9700,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,State,"Tied 20 candidates at score 1: ASA, ARO, ASG, ATK, ATH (+15 more)"
9701,,2017-01-06 00:00:00,SJ Louis Construction,Texas,Frisco,TRA,ATTRIBUTED,Medium,Customer+State,Best of 13 candidates (score 2)
9702,,2017-01-06 00:00:00,SJ Louis Construction,Texas,Frisco,TRA,ATTRIBUTED,Medium,Customer+State,Best of 13 candidates (score 2)
9703,,2017-01-06 00:00:00,SJ Louis Construction,Texas,Frisco,TRA,ATTRIBUTED,Medium,Customer+State,Best of 13 candidates (score 2)
9704,,2017-01-06 00:00:00,SJ Louis Construction,Texas,Mansfield,TRA,ATTRIBUTED,Medium,Customer+State,Best of 13 candidates (score 2)
9705,,2017-01-06 00:00:00,SJ Louis Construction,Texas,Mansfield,TRA,ATTRIBUTED,Medium,Customer+State,Best of 13 candidates (score 2)
9706,,2017-01-06 00:00:00,SJ Louis Construction,Texas,Mansfield,TRA,ATTRIBUTED,Medium,Customer+State,Best of 13 candidates (score 2)
9707,,2017-01-06 00:00:00,SJ Louis Construction,Texas,Mansfield,TRA,ATTRIBUTED,Medium,Customer+State,Best of 13 candidates (score 2)
9708,,2017-01-06 00:00:00,SJ Louis Construction,Texas,Mansfield,TRA,ATTRIBUTED,Medium,Customer+State,Best of 13 candidates (score 2)
9709,,2017-01-06 00:00:00,City of Laredo,Texas,Laredo,,UNRESOLVABLE,n/a,Customer,"Tied 11 candidates at score 1: BUN, CKN, AXL, AQT, ASN (+6 more)"
9710,,2017-01-06 00:00:00,City of Laredo,Texas,Laredo,,UNRESOLVABLE,n/a,Customer,"Tied 11 candidates at score 1: BUN, CKN, AXL, AQT, ASN (+6 more)"
