row_num,original_job_code,date_shipped,invoiced_customer,state,city,fixed_job_code,repair_status,repair_confidence,repair_method,repair_notes
2,,2014-03-04 00:00:00,"HARBER COMPANY, INC.","=IFERROR(VLOOKUP($D2,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D2,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-04 — predates job code system (pre-2016)
3,,2014-03-04 00:00:00,"HARBER COMPANY, INC.",Nevada,North Las Vegas,,PRE-2016,n/a,,Shipped 2014-03-04 — predates job code system (pre-2016)
4,,2014-03-04 00:00:00,"HARBER COMPANY, INC.",Nevada,North Las Vegas,,PRE-2016,n/a,,Shipped 2014-03-04 — predates job code system (pre-2016)
5,,2014-03-04 00:00:00,"HARBER COMPANY, INC.",Nevada,North Las Vegas,,PRE-2016,n/a,,Shipped 2014-03-04 — predates job code system (pre-2016)
6,,2014-03-04 00:00:00,"HARBER COMPANY, INC.",Nevada,North Las Vegas,,PRE-2016,n/a,,Shipped 2014-03-04 — predates job code system (pre-2016)
7,,2014-03-04 00:00:00,"HARBER COMPANY, INC.",Nevada,North Las Vegas,,PRE-2016,n/a,,Shipped 2014-03-04 — predates job code system (pre-2016)
8,,2014-03-04 00:00:00,"HARBER COMPANY, INC.",Nevada,North Las Vegas,,PRE-2016,n/a,,Shipped 2014-03-04 — predates job code system (pre-2016)
9,,2014-03-04 00:00:00,"HARBER COMPANY, INC.",Nevada,North Las Vegas,,PRE-2016,n/a,,Shipped 2014-03-04 — predates job code system (pre-2016)
10,,2014-03-11 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Missouri,St. Louis,,PRE-2016,n/a,,Shipped 2014-03-11 — predates job code system (pre-2016)
11,,2014-03-11 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Missouri,St. Louis,,PRE-2016,n/a,,Shipped 2014-03-11 — predates job code system (pre-2016)
12,,2014-03-11 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Missouri,St. Louis,,PRE-2016,n/a,,Shipped 2014-03-11 — predates job code system (pre-2016)
13,,2014-03-11 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Missouri,St. Louis,,PRE-2016,n/a,,Shipped 2014-03-11 — predates job code system (pre-2016)
14,,2014-03-11 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Missouri,St. Louis,,PRE-2016,n/a,,Shipped 2014-03-11 — predates job code system (pre-2016)
15,,2014-03-11 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Missouri,St. Louis,,PRE-2016,n/a,,Shipped 2014-03-11 — predates job code system (pre-2016)
16,,2014-03-12 00:00:00,LYNDON JONES,Utah,"=IFERROR(VLOOKUP($D16,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-12 — predates job code system (pre-2016)
17,,2014-03-12 00:00:00,LYNDON JONES,Utah,"=IFERROR(VLOOKUP($D17,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-12 — predates job code system (pre-2016)
18,,2014-03-12 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D18,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D18,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-12 — predates job code system (pre-2016)
19,,,,"=IFERROR(VLOOKUP($D19,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D19,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,,No customer or state match found in registry
20,,2014-03-12 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D20,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D20,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-12 — predates job code system (pre-2016)
21,,2014-03-12 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D21,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D21,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-12 — predates job code system (pre-2016)
22,,2014-03-12 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D22,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D22,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-12 — predates job code system (pre-2016)
23,,2014-03-12 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D23,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D23,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-12 — predates job code system (pre-2016)
24,,2014-03-12 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D24,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D24,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-12 — predates job code system (pre-2016)
25,,,,"=IFERROR(VLOOKUP($D25,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D25,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,,No customer or state match found in registry
26,,2014-03-12 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D26,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D26,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-12 — predates job code system (pre-2016)
27,,,,"=IFERROR(VLOOKUP($D27,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D27,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,,No customer or state match found in registry
28,,2014-03-14 00:00:00,"HD SUPPLY WATERWORKS, LTD.","=IFERROR(VLOOKUP($D28,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D28,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-14 — predates job code system (pre-2016)
29,,2014-03-17 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D29,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D29,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-17 — predates job code system (pre-2016)
30,,,,"=IFERROR(VLOOKUP($D30,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D30,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,,No customer or state match found in registry
31,,2014-03-17 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D31,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D31,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-17 — predates job code system (pre-2016)
32,,2014-03-17 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D32,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D32,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-17 — predates job code system (pre-2016)
33,,2014-03-17 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D33,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D33,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-17 — predates job code system (pre-2016)
34,,2014-03-17 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D34,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D34,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-17 — predates job code system (pre-2016)
35,,2014-03-17 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D35,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D35,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-17 — predates job code system (pre-2016)
36,,,,"=IFERROR(VLOOKUP($D36,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D36,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,,No customer or state match found in registry
37,,2014-03-17 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D37,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D37,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-17 — predates job code system (pre-2016)
38,,2014-03-17 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D38,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D38,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-17 — predates job code system (pre-2016)
39,,2014-03-18 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D39,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D39,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-18 — predates job code system (pre-2016)
40,,2014-03-18 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D40,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D40,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-18 — predates job code system (pre-2016)
41,,2014-03-18 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D41,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D41,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-18 — predates job code system (pre-2016)
42,,2014-03-18 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D42,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D42,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-18 — predates job code system (pre-2016)
43,,2014-03-18 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D43,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D43,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-18 — predates job code system (pre-2016)
44,,2014-03-18 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D44,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D44,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-18 — predates job code system (pre-2016)
45,,2014-03-18 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D45,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D45,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-18 — predates job code system (pre-2016)
46,,2014-03-18 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D46,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D46,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-18 — predates job code system (pre-2016)
47,,2014-03-19 00:00:00,LYNDON JONES,Utah,"=IFERROR(VLOOKUP($D47,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-19 — predates job code system (pre-2016)
48,,2014-03-19 00:00:00,"HARBER COMPANY, INC.","=IFERROR(VLOOKUP($D48,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D48,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-19 — predates job code system (pre-2016)
49,,2014-03-19 00:00:00,"HARBER COMPANY, INC.","=IFERROR(VLOOKUP($D49,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D49,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-19 — predates job code system (pre-2016)
50,,,,"=IFERROR(VLOOKUP($D50,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D50,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,,No customer or state match found in registry
51,,2014-03-19 00:00:00,"HARBER COMPANY, INC.","=IFERROR(VLOOKUP($D51,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D51,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-19 — predates job code system (pre-2016)
52,,2014-03-19 00:00:00,"HARBER COMPANY, INC.","=IFERROR(VLOOKUP($D52,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D52,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-19 — predates job code system (pre-2016)
53,,2014-03-19 00:00:00,"HARBER COMPANY, INC.","=IFERROR(VLOOKUP($D53,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D53,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-19 — predates job code system (pre-2016)
54,,,,"=IFERROR(VLOOKUP($D54,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D54,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,,No customer or state match found in registry
55,,2014-03-19 00:00:00,"HARBER COMPANY, INC.","=IFERROR(VLOOKUP($D55,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D55,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-03-19 — predates job code system (pre-2016)
56,,2014-04-01 00:00:00,CASH SALES,"=IFERROR(VLOOKUP($D56,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D56,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-01 — predates job code system (pre-2016)
57,,2014-04-01 00:00:00,CASH SALES,"=IFERROR(VLOOKUP($D57,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D57,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-01 — predates job code system (pre-2016)
58,,2014-04-01 00:00:00,CASH SALES,"=IFERROR(VLOOKUP($D58,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D58,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-01 — predates job code system (pre-2016)
59,,2014-04-01 00:00:00,CASH SALES,"=IFERROR(VLOOKUP($D59,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D59,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-01 — predates job code system (pre-2016)
60,,2014-04-01 00:00:00,CASH SALES,"=IFERROR(VLOOKUP($D60,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D60,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-01 — predates job code system (pre-2016)
61,,2014-04-01 00:00:00,CASH SALES,Arizona,Mohave Valley,,PRE-2016,n/a,,Shipped 2014-04-01 — predates job code system (pre-2016)
62,,,,,,,UNRESOLVABLE,n/a,,No customer or state match found in registry
63,,2014-04-01 00:00:00,CASH SALES,Arizona,Mohave Valley,,PRE-2016,n/a,,Shipped 2014-04-01 — predates job code system (pre-2016)
64,,2014-04-21 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D64,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-21 — predates job code system (pre-2016)
65,,2014-04-21 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D65,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-21 — predates job code system (pre-2016)
66,,,,,"=IFERROR(VLOOKUP($D66,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,,No customer or state match found in registry
67,,2014-04-21 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D67,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-21 — predates job code system (pre-2016)
68,,2014-04-21 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D68,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-21 — predates job code system (pre-2016)
69,,2014-04-21 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D69,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-21 — predates job code system (pre-2016)
70,,,,,"=IFERROR(VLOOKUP($D70,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,,No customer or state match found in registry
71,,,,,"=IFERROR(VLOOKUP($D71,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,,No customer or state match found in registry
72,,2014-04-21 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D72,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-21 — predates job code system (pre-2016)
73,,2014-04-21 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D73,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-21 — predates job code system (pre-2016)
74,,,,,"=IFERROR(VLOOKUP($D74,'Job Code Data'!$B:$G,5,FALSE),"""")",,UNRESOLVABLE,n/a,,No customer or state match found in registry
75,,2014-04-21 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D75,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-21 — predates job code system (pre-2016)
76,,2014-04-21 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D76,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-21 — predates job code system (pre-2016)
77,,2014-04-21 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D77,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-21 — predates job code system (pre-2016)
78,,2014-04-21 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D78,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-21 — predates job code system (pre-2016)
79,,2014-04-21 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D79,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-21 — predates job code system (pre-2016)
80,,2014-04-21 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D80,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-21 — predates job code system (pre-2016)
81,,2014-04-23 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D81,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-23 — predates job code system (pre-2016)
82,,2014-04-23 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D82,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-23 — predates job code system (pre-2016)
83,,2014-04-23 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D83,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-23 — predates job code system (pre-2016)
84,,2014-04-23 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D84,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-23 — predates job code system (pre-2016)
85,,2014-04-23 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Minnesota,Lake Crystal,,PRE-2016,n/a,,Shipped 2014-04-23 — predates job code system (pre-2016)
86,,2014-04-23 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Minnesota,Lake Crystal,,PRE-2016,n/a,,Shipped 2014-04-23 — predates job code system (pre-2016)
87,,2014-04-23 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Minnesota,Lake Crystal,,PRE-2016,n/a,,Shipped 2014-04-23 — predates job code system (pre-2016)
88,,2014-04-23 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Minnesota,Lake Crystal,,PRE-2016,n/a,,Shipped 2014-04-23 — predates job code system (pre-2016)
89,,2014-04-23 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Minnesota,Lake Crystal,,PRE-2016,n/a,,Shipped 2014-04-23 — predates job code system (pre-2016)
90,,2014-04-23 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Minnesota,Lake Crystal,,PRE-2016,n/a,,Shipped 2014-04-23 — predates job code system (pre-2016)
91,,2014-04-24 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D91,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D91,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-24 — predates job code system (pre-2016)
92,,2014-04-24 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D92,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D92,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-24 — predates job code system (pre-2016)
93,,2014-04-24 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D93,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D93,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-24 — predates job code system (pre-2016)
94,,2014-04-24 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D94,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D94,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-24 — predates job code system (pre-2016)
95,,2014-04-24 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D95,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D95,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-24 — predates job code system (pre-2016)
96,,2014-04-24 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D96,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D96,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-24 — predates job code system (pre-2016)
97,,2014-04-28 00:00:00,GENEVA PIPE COMPANY,Utah,Orem,,PRE-2016,n/a,,Shipped 2014-04-28 — predates job code system (pre-2016)
98,,2014-04-28 00:00:00,GENEVA PIPE COMPANY,Utah,Orem,,PRE-2016,n/a,,Shipped 2014-04-28 — predates job code system (pre-2016)
99,,2014-04-28 00:00:00,GENEVA PIPE COMPANY,Utah,Orem,,PRE-2016,n/a,,Shipped 2014-04-28 — predates job code system (pre-2016)
100,,2014-04-28 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D100,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D100,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-28 — predates job code system (pre-2016)
101,,2014-04-28 00:00:00,GENEVA PIPE COMPANY,"=IFERROR(VLOOKUP($D101,'Job Code Data'!$B:$G,6,FALSE),"""")","=IFERROR(VLOOKUP($D101,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-28 — predates job code system (pre-2016)
102,,2014-04-29 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D102,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-29 — predates job code system (pre-2016)
103,,2014-04-29 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D103,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-29 — predates job code system (pre-2016)
104,,2014-04-29 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D104,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-29 — predates job code system (pre-2016)
105,,2014-04-29 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D105,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-29 — predates job code system (pre-2016)
106,,2014-04-29 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D106,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-29 — predates job code system (pre-2016)
107,,2014-04-29 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D107,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-29 — predates job code system (pre-2016)
108,,2014-04-29 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D108,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-29 — predates job code system (pre-2016)
109,,2014-04-29 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D109,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-29 — predates job code system (pre-2016)
110,,2014-04-29 00:00:00,"HD SUPPLY WATERWORKS, LTD.",Nevada,"=IFERROR(VLOOKUP($D110,'Job Code Data'!$B:$G,5,FALSE),"""")",,PRE-2016,n/a,,Shipped 2014-04-29 — predates job code system (pre-2016)
